n,T,method,mean_kernel_μs,std_kernel_μs,mean_total_μs,std_total_μs
19797,Float32,Forge v4,1.9788742065429688,0.22618372393858763,38.6337,51.912590975493494
19797,Float32,Forge v8,2.6941299438476562,0.11516711510173033,35.337199999999996,44.62731679837162
19797,Float32,Forge v16,4.38690185546875,0.1231188248382383,54.3767,52.90203867747758
20166,Float32,CUDA,1.7642974853515625,0.20105219905652233,28.3788,34.42163874270563
20166,Float32,Forge v1,1.8358230590820312,0.19628348406519047,52.961,59.501663831078424
20166,Float32,Forge v4,2.0265579223632812,0.20261683120698867,36.0312,47.02453235587664
20166,Float32,Forge v8,2.6941299438476562,0.22618372393858763,36.331900000000005,47.73629024698552
20166,Float32,Forge v16,4.3392181396484375,0.2190915545160011,56.2442,55.12024558040759
20541,Float32,CUDA,1.6450881958007812,0.17592067417445703,35.7584,36.13036564750241
20541,Float32,Forge v1,1.9073486328125,0.22478319205810152,57.6473,77.49332677800214
20541,Float32,Forge v4,2.2172927856445312,0.160920276095999,53.2104,60.05563461435848
20541,Float32,Forge v8,2.7179718017578125,0.16670367688658264,51.0125,59.32098559204079
20541,Float32,Forge v16,4.315376281738281,0.17592067417445703,40.009699999999995,50.338903117988394
20924,Float32,CUDA,1.7642974853515625,0.16670367688658264,30.1958,36.70164269953655
20924,Float32,Forge v1,1.9073486328125,0.2513152488206529,37.88,54.51208299491448
20924,Float32,Forge v4,2.1219253540039062,0.2087581242968829,32.1525,43.28228101467543
20924,Float32,Forge v8,2.7179718017578125,0.16670367688658264,32.7433,41.687468969970126
20924,Float32,Forge v16,4.410743713378906,0.20261683120698867,36.6593,41.078409484653726
21314,Float32,CUDA,1.6927719116210938,0.13533740334452313,29.6595,36.813363836308746
21314,Float32,Forge v1,1.9550323486328125,0.15078914929239173,50.915800000000004,93.32497035961075
21314,Float32,Forge v4,2.2411346435546875,0.1231188248382383,33.9676,40.89006080591114
21314,Float32,Forge v8,2.6226043701171875,0.19466795466607237,33.2364,37.77962842355947
21314,Float32,Forge v16,4.267692565917969,0.17592067417445703,39.0764,47.711079545298254
21711,Float32,CUDA,1.71661376953125,0.2190915545160011,41.600699999999996,38.91449752998375
21711,Float32,Forge v1,1.9311904907226562,0.2623808228050737,51.0739,49.4567678852506
21711,Float32,Forge v4,2.09808349609375,0.2190915545160011,33.293699999999994,39.5947701121415
21711,Float32,Forge v8,2.574920654296875,0.15078914929239173,50.500800000000005,49.63210644286173
21711,Float32,Forge v16,4.3392181396484375,0.1880671114317454,34.9257,41.73377003245959
22115,Float32,CUDA,1.6927719116210938,0.17592067417445703,25.6212,30.386140242624506
22115,Float32,Forge v1,1.9550323486328125,0.1880671114317454,33.771300000000004,42.334644132068576
22115,Float32,Forge v4,2.2411346435546875,0.20105219905652233,33.0215,39.38884172861931
22115,Float32,Forge v8,2.7418136596679688,0.20261683120698867,35.8819,47.166402560980245
22115,Float32,Forge v16,4.1961669921875,0.16670367688658264,54.5971,46.79663672257275
22527,Float32,CUDA,1.8358230590820312,0.160920276095999,26.5978,27.585641171530607
22527,Float32,Forge v1,1.9788742065429688,0.11516711510173033,30.4557,39.765268729410366
22527,Float32,Forge v4,2.0742416381835938,0.22618372393858763,34.711,41.47559038760027
22527,Float32,Forge v8,2.5272369384765625,0.16670367688658264,54.8198,57.267676127695864
22527,Float32,Forge v16,4.291534423828125,0.15894571940104166,43.834199999999996,50.85003980944579
22947,Float32,CUDA,1.8596649169921875,0.1880671114317454,24.1266,27.77231820116331
